Aglomeración;SC Función ciudades;Departamento;Municipio;Divipola;AÑO;Personas;Hectareas;,,
Fuera SC;Fuera SC;91;Puerto Santander (ANM);91669;2018;3113;1461408,541;,
Fuera SC;Fuera SC;91;Tarapaca (ANM);91798;2018;4314;899036,8575;,
SA-Otros SC;Uninodal;94;Inirida;94001;2018;20312;1389274,557;,
Fuera SC;Fuera SC;94;Barranco Minas;94343;2018;4984;928340,1055;,
Fuera SC;Fuera SC;94;Mapiripana (ANM);94663;2018;2759;485203,4042;,
Fuera SC;Fuera SC;94;San Felipe (ANM);94883;2018;2306;281947,889;,
Fuera SC;Fuera SC;94;Puerto Colombia (ANM);94884;2018;5031;1516465,231;,
Fuera SC;Fuera SC;94;La Guadalupe (ANM);94885;2018;410;111861,1666;,
Fuera SC;Fuera SC;94;Cacahual (ANM);94886;2018;2812;136491,2081;,
Fuera SC;Fuera SC;94;Pana Pana (ANM);94887;2018;3467;1013222,23;,
Fuera SC;Fuera SC;94;Morichal (ANM);94888;2018;1365;842013,73;,
SA-Otros SC;Uninodal;95;San Jose del Guaviare;95001;2018;67767;1328958,568;,
Fuera SC;Fuera SC;95;Calamar;95015;2018;8456;1247428;,,
Fuera SC;Fuera SC;95;El Retorno;95025;2018;24155;1079750,102;,
Fuera SC;Fuera SC;95;Miraflores;95200;2018;15451;1180223,619;,
SA-Otros SC;Uninodal;97;Mitu;97001;2018;32457;1561374,678;,
Fuera SC;Fuera SC;97;Caruru;97161;2018;3340;594756,3125;,
Fuera SC;Fuera SC;97;Pacoa (ANM);97511;2018;6121;1378653,306;,
Fuera SC;Fuera SC;97;Taraira;97666;2018;952;649173,9817;,
Fuera SC;Fuera SC;97;Papunaua (ANM);97777;2018;832;538851,3268;,
Fuera SC;Fuera SC;97;Yavarate (ANM);97889;2018;1226;456265,6871;,
SA-Otros SC;Uninodal;99;Puerto Carreño;99001;2018;16504;173899,7642;,
Fuera SC;Fuera SC;99;La Primavera;99524;2018;17026;195343,4589;,
Fuera SC;Fuera SC;99;Santa Rosalia;99624;2018;4197;40145,81351;,
Fuera SC;Fuera SC;99;Cumaribo;99773;2018;39549;4333610,938;,
